Integration Type,Language,Sentiment,Categories,Text
google_mybusiness,nld,1,service;food,Uitstekend heerlijk gegeten en leuke spontane bediening
google_mybusiness,eng,1,food,"Excellent food, quality burgers made with love"
google_mybusiness,nld,1,service;food,"Vandaag ontzettend lekker gegeten! Toffe en vlotte bediening in een hip kader, steeds met een glimlach!"
google_mybusiness,deu,1,food;value,Sehr gute Burger zum guten preis
facebook,eng,1,food;value,"Nice burger but way too much food. I'm from Australia and servings are half the size and twice the price, so it's a really good value restaurant especially if you are hungry!"
google_mybusiness,cmn,1,experience,真的很新鮮的大龍蝦和各式海產
google_mybusiness,fra,1,food;service,"Très bon, cadre très sympa et accueil chaleureux de Charlotte"
google_mybusiness,nld,1,food;environment,"Prijs-kwaliteit top! Zeer lekker gegeten, zeker voor herhaling vatbaar!"
google_mybusiness,eng,1,food;environment;reputation,"Great toasts, wonderful environment and excellent concept. Thank you"
google_mybusiness,dan,1,experience;food;service,Lovely food. Friendly staff.
google_mybusiness,eng,1,experience;food,"Great service, food was cooked lovely. Nice tables and chairs outside."
google_mybusiness,eng,1,experience;food;service,Excellent is the word. Great food and service and the fish and meat is West End standard. Big up da gaffe.
facebook,eng,1,experience;value;service;environment;reputation,Had a fantastic meal at Middletons on Saturday celebrating my friends 50th. The three course menu was fantastic value. Friendly staff and lovely atmosphere. Would definitely recommend.
google_mybusiness,eng,1,experience;food,"I had a rather disappointing meal here. I ordered a bitter shandy as I was driving, was asked if London Pride was suitable and said that was fine. I was brought my shandy and the rest of the bottle of beer (which I couldn't drink) and charged over £5! I ordered the vegetarian roast and was asked whether I was a ""real"" vegetarian and so would they need to make veggie gravy! My roast only had boiled potatoes (rather than roasts) and included no Yorkshire pudding. To give them their due, the food I was served did taste nice and dessert was very good."
google_mybusiness,eng,1,experience;service;value;food,Friendly staff. Reasonably priced. Had the Middletons grill. Plenty of meat. Good portion and we'll cooked
google_mybusiness,eng,-1,experience;food,"Just left, waited 40 minutes then asked when food was going to be ready. Told another 7. Rare steak and prawns. They hadn't even started cooking. No apology, just a little shocked when I said no thanks I'll leave. As soon as we left they cancelled our booking on OpenTable so that we couldn't leave a review. For what it's worth the food looked ok from what I saw it's just that we never got to try any."
facebook,eng,1,experience;food,"Awesome food, great steaks"
google_mybusiness,eng,1,experience;service,"Great food in great surroundings had the t-bone steak, friendly staff, what more do you need!"
google_mybusiness,eng,1,experience;food;service,"Food was great, staff were amazing and was thrilled with the dessert."
google_mybusiness,eng,-1,experience;service;food,"Lazy service, all steaks undercooked, overpriced, no flavour, chicken dry as a bone. I could go on but in all honesty ruined my birthday meal. wouldn't recommend weatherspoons can honestly do better steaks and cook them correctly."
google_mybusiness,eng,1,experience;food,Good lovely food
google_mybusiness,eng,1,experience;food,Yummy pork ribs
google_mybusiness,eng,1,experience;food;service,"Seating a bit ""cosy"" but good quality food and attentive staff."
google_mybusiness,eng,1,experience;food;reputation,It was awsome would reccomend to anyone went there for our anniversary had stake and lobster food was delicious
google_mybusiness,dan,1,food;service,Friendly staff. Good food
google_mybusiness,eng,1,food;service,Tasty vegan food in a hotspot of daily travelling.Not the most convenient place to supper but rather a place for a quick foodstop while travelling.Service is very helpful and friendly.Food is tasty but prices are pretty high..
google_mybusiness,eng,-1,environment;value,"Overpriced and poor service. Had to get food elsewhere afterwards, was still hungry after ordering the  chicken burger!"
google_mybusiness,eng,1,experience,"They use the app Too Good To Go to sell their unbought pizzas that are supposed to have a 10€ value approximately. However, you have to know that you can potentially receive a carpaccio di zucchine instead. 😬"
google_mybusiness,eng,1,food;value;service,"Friendly and tasty. They have onion rings and delicious veggies options. A bit on the pricey side, but good quality."
google_mybusiness,eng,-1,experience;environment;food;service,"It's an eat-it-and-leave place, with loud music and very efficient staff. They have a proper fire oven, and the calzone one is quite good."
google_mybusiness,nld,1,food;service,Aardige serveerder. Lekkere burgers. Het broodje van de burger is het beste broodje van alle burger plekken in Rdam
google_mybusiness,eng,-1,experience;food,"Pizzas regulares, muvho ruido y pocas nueces(Translated by Google)Regular pizzas, lots of noise and few nuts"
google_mybusiness,eng,1,experience,Bien(Translated by Google)All right
google_mybusiness,spa,1,experience;food;service;environment,Comida italiana espectacular! Un sitio muy acogedor donde disfrutar de un italiano de los de verdad.
google_mybusiness,spa,1,experience;food,"Si no es la mejor es una de ellas.Excelente pizza , la masa los ingredientes de primerísima calidad. No se puede dejar de probar !!!"
google_mybusiness,spa,1,experience;service;food,"Pizzas un mega10 la pasta es fina y sabrosa, los camareros son muy atentos todo muy bien atendido y rápido"
google_mybusiness,por,1,experience;food,Muy buena materia prima = excelente pizza
google_mybusiness,spa,1,experience;food;reputation,Nos ha encantado! Todo lo que hemos pedido delicioso! Y unas pizzas riquisimas! De las mejores que hemos probado! Repetiremos seguro!
google_mybusiness,spa,1,experience;food;service,la comida genial y los camareros super simpáticos¡¡
google_mybusiness,spa,1,experience;food;service;environment,"Muy buena atención, comida buenísima y en general hemos estado muy a gusto! El local es algo justo y las mesas están bastante cerca unas de otras pero como el servicio es tan bueno, resulta sólo un detalle.. la masa de las pizzas es para morirse de buenas, no he probado cosa igual. Espero que podáis abrir pronto un local en Zaragoza 😅."
google_mybusiness,spa,1,experience;environment;reputation,"Lugar acojedor, unas pizzas riquisimas sin duda repetiremos"
google_mybusiness,spa,1,experience;food;service,"Pizzas auténticas napolitanas hechas por un italiano,  sitio acogedor,  hay que ir con tiempo o te tocará hacer cola,  una vez sentado,  la atención es rapida"
google_mybusiness,spa,1,experience;food;service;reputation,"Uno de los sitios que tenía pendiente de visitar desde hacía tiempo.Yo siempre he sido más de hamburguesas que de pizzas, pero últimamente las he dejado de lado... Y me he aliado con la competencia, las 🍕La BORGUESE, base bianca de crema trufada y mozzarella, speak ahumado y champiñones. 🍄 (casi siempre solemos pedir una con tomate y otra sin tomate para probar las dos) El precio es muy adecuado respecto a la calidad y cantidad, bajo mi punto de vista y recordando que no tengo fondo a la hora de comer, una pizza por persona, un entrante o postre para compartir estaría bien... los bordes son muy gorditos y blanditos, se comen! 🐽🤤Y más a mi favor, no hace falta reservar, a diferencia de todos los nuevos locales de Madrid, que como no lo hayas hecho cuatro días antes olvidate de tener mesa. Posiblemente esperéis unos 40/30 minutos (yo aún así siempre reservo en cualquier sitio) pero si no tenéis inconveniente en esperar, cabe esa opción. 🤟🏽"
google_mybusiness,spa,1,experience;food,"Muy buen sitio para tomar una buena pizza.El único punto en contra ,las pizzas base llevan pocos ingredientes,tienes que añadimos para que te salga una pizza en condiciones, con su coste correspondiente."
google_mybusiness,spa,1,experience;service;value,Buena relación calidad precio y personal muy profesional y amable!
google_mybusiness,spa,1,experience;food;service,"Ricas y ligeras pizzas hechas por auténticos maestros pizzeros.Poca variedad ,pero muy buena elaboración. Un pero, es que es un poco lento el servicio."
google_mybusiness,spa,1,experience;food,Muy rica la masa de las pizzas.(Translated by Google)Very rich pizza dough.
google_mybusiness,spa,1,experience;service,"Atención estupenda, no masificado"
google_mybusiness,eng,1,experience;food;reputation,Excelentes pizzas!!! Los postres muy ricos. Muy amables los camareros. Para repetir seguro(Translated by Google)Excellent pizzas !!! The very rich desserts. Very friendly waiters. To repeat for sure
google_mybusiness,nld,1,experience;food,Best pizza in Madrid
google_mybusiness,eng,1,experience;food;reputation;service,"Sin reserva es complicado, hemos ido 15 personas, y excelente el trato y la  atencion, una gran variedad en la carta. recomendable, eso si ir con reserva(Translated by Google)Without reservation it is complicated, we have gone 15 people, and excellent treatment and attention, a great variety in the menu. recommended, that if you go with reservation"
google_mybusiness,eng,1,value,cheap
google_mybusiness,eng,1,food,(Translated by Google) Too good a treat(Original)Trop bon un régale
formitable,eng,1,experience,"Congratulations, amazing food, staff and place!!!! We will come back soon!!!!"
facebook,eng,1,experience,the food is always good and we came here quite often. it's one of our favourite restaurants.
google_mybusiness,cmn,-1,experience;service,好吃但沒有到必去服務也沒有到非常好一定要給小費不然店員會很不爽你
google_mybusiness,eng,1,experience,OMG . Great food great service we had a group of nine and have a blast
google_mybusiness,cmn,1,experience,我特別來吃淡菜，但不是季節，他們仍然願意幫我做成一盤前菜滿足我😄👍🏻龍蝦湯好喝😋麵包也美味，配上加有海帶的奶油，全部吃光光😆😆👌🏻👌🏻
formitable,eng,1,experience;service;innovation,"great food, good quality, good portion sizes, service needs to improve, waiting for a glass of wine for 10 minutes its not pleasant!"
